attachment_object_id,attachment_url,cache_status,classification_reason,common_neutral_fields,disclosure_id,extracted_observations,filename,final_classification,first_north_markers,local_path,main_market_markers,provenance_verification,publication_timestamp,report_month,sha256,sheet_names
7ba066f1db982186b90ca7350585512078e33ef28c636ace9da71fafba6c0b2f,https://attachment.news.eu.nasdaq.com/a8f252aae47a03a6bd60a947afd3d6341,FRESH_OR_PROVENANCE_EXACT,positive First North workbook content; shared Nasdaq fields treated as neutral,company code|issuer code|orderbook code,524171,126,Equity Trading by Company and Instrument - First North 1209.xls,FIRST_NORTH_LEGACY_V1,legacy_sheet+content:Company Trading Overview/First North|content:First North,raw/nasdaq_segment/first_north_cns_objects/7b/7ba066f1db982186b90ca7350585512078e33ef28c636ace9da71fafba6c0b2f.xls,,PASS,2012-10-05 10:29:26,2012-09,5dfe144ba4845885c5d98876e451e3bdac2c711c68cafd8a78ae73484422064b,Contents|Company Trading Overview|Instrument Trading Details
7d2a13d6e433dd2cd903b33e3d725daeb50ff1965287de4fd25ebdeed81c96c1,https://attachment.news.eu.nasdaq.com/a623c616e1225a9f79b40b590ef6f6a2c,FRESH_OR_PROVENANCE_EXACT,positive First North workbook content; shared Nasdaq fields treated as neutral,company code|issuer code|orderbook code,529163,129,Equity Trading by Company and Instrument - First North 1210.xls,FIRST_NORTH_LEGACY_V1,legacy_sheet+content:Company Trading Overview/First North|content:First North,raw/nasdaq_segment/first_north_cns_objects/7d/7d2a13d6e433dd2cd903b33e3d725daeb50ff1965287de4fd25ebdeed81c96c1.xls,,PASS,2012-11-08 14:08:10,2012-10,38fc90173d5768a85a5de7a8d6f66eeb9f3b52461e4c841340ef83b8cefa302b,Contents|Company Trading Overview|Instrument Trading Details
3872c39ddfdc3f114350617a1dccc656757afac7e7ca2873d7bb653ba54e1e76,https://attachment.news.eu.nasdaq.com/a4bada2d20073a08ca7cff117ec938028,FRESH_OR_PROVENANCE_EXACT,positive First North workbook content; shared Nasdaq fields treated as neutral,company code|issuer code|orderbook code,533333,127,Equity Trading by Company and Instrument - First North 1211.xls,FIRST_NORTH_LEGACY_V1,legacy_sheet+content:Company Trading Overview/First North|content:First North,raw/nasdaq_segment/first_north_cns_objects/38/3872c39ddfdc3f114350617a1dccc656757afac7e7ca2873d7bb653ba54e1e76.xls,,PASS,2012-12-07 10:41:59,2012-11,97f4ec6ef6dc78305288cc5ba7eb21906ec7d2eab3cbdf5f074151d40d925556,Contents|Company Trading Overview|Instrument Trading Details
f1b8e7f3a21bdcdb01ae3fdeaf3d147d040ef4d31011f9e4a95d2a975abf4452,https://attachment.news.eu.nasdaq.com/aa3127db66bce98a7077b1fbde28afb96,FRESH_OR_PROVENANCE_EXACT,positive First North workbook content; shared Nasdaq fields treated as neutral,company code|issuer code|orderbook code,537823,127,Equity Trading by Company and Instrument - First North 1212.xls,FIRST_NORTH_LEGACY_V1,legacy_sheet+content:Company Trading Overview/First North|content:First North,raw/nasdaq_segment/first_north_cns_objects/f1/f1b8e7f3a21bdcdb01ae3fdeaf3d147d040ef4d31011f9e4a95d2a975abf4452.xls,,PASS,2013-01-18 10:31:15,2012-12,424b20c98d85bb333e3e76b85e42bec284c8ef7a751b58c62c5574636843b8d6,Contents|Company Trading Overview|Instrument Trading Details
9e60097860c89eaa74e5f2a89f1bb9f444ad4d42983ebd43f90c684ae712327f,https://attachment.news.eu.nasdaq.com/af8f25c21027598e62dd46d10a9c3e402,FRESH_OR_PROVENANCE_EXACT,positive First North workbook content; shared Nasdaq fields treated as neutral,company code|issuer code|orderbook code,540158,128,Equity Trading by Company and Instrument - First North 1301.xls,FIRST_NORTH_LEGACY_V1,legacy_sheet+content:Company Trading Overview/First North|content:First North,raw/nasdaq_segment/first_north_cns_objects/9e/9e60097860c89eaa74e5f2a89f1bb9f444ad4d42983ebd43f90c684ae712327f.xls,,PASS,2013-02-05 16:53:15,2013-01,89fd702d5b86a1f888fb86c8a71882b22043ac15931b4ba73fc056e451114e5a,Contents|Company Trading Overview|Instrument Trading Details
eaa4d5381fbb607ee77a5df81ad6e163a02554f7c59426bebb58e73a372320b5,https://attachment.news.eu.nasdaq.com/aeda80a20204e27abda8ca1c9cfe09865,FRESH_OR_PROVENANCE_EXACT,positive First North workbook content; shared Nasdaq fields treated as neutral,company code|issuer code|orderbook code,545286,130,Equity Trading by Company and Instrument - First North 1302.xls,FIRST_NORTH_LEGACY_V1,legacy_sheet+content:Company Trading Overview/First North|content:First North,raw/nasdaq_segment/first_north_cns_objects/ea/eaa4d5381fbb607ee77a5df81ad6e163a02554f7c59426bebb58e73a372320b5.xls,,PASS,2013-03-07 14:10:46,2013-02,21457852d59e20974ff7ec70a1b794421fa6ac238f1b579b181d11195b2589d8,Contents|Company Trading Overview|Instrument Trading Details
9bba11dddf86416d0e2b840edef95e26e209356969492f015eef555137d58fb3,https://attachment.news.eu.nasdaq.com/a41eb5e5edbf95f23cb70fedb57c3ba78,FRESH_OR_PROVENANCE_EXACT,positive First North workbook content; shared Nasdaq fields treated as neutral,company code|issuer code|orderbook code,551349,130,Equity Trading by Company and Instrument - First North 1303.xls,FIRST_NORTH_LEGACY_V1,legacy_sheet+content:Company Trading Overview/First North|content:First North,raw/nasdaq_segment/first_north_cns_objects/9b/9bba11dddf86416d0e2b840edef95e26e209356969492f015eef555137d58fb3.xls,,PASS,2013-04-12 15:14:35,2013-03,601ca6edcc2197db90d2c7e8c77aa9b201ad5c03192aa555748a541b5d4f797d,Contents|Company Trading Overview|Instrument Trading Details
2c548a021096650420e377a465d745ec2b3480b2639f83b948e86558c57ab769,https://attachment.news.eu.nasdaq.com/ae7c4a9d94becfd4fdd992e67385b0c59,FRESH_OR_PROVENANCE_EXACT,positive First North workbook content; shared Nasdaq fields treated as neutral,company code|issuer code|orderbook code,556687,133,Equity Trading by Company and Instrument - First North 1304.xls,FIRST_NORTH_LEGACY_V1,legacy_sheet+content:Company Trading Overview/First North|content:First North,raw/nasdaq_segment/first_north_cns_objects/2c/2c548a021096650420e377a465d745ec2b3480b2639f83b948e86558c57ab769.xls,,PASS,2013-05-13 13:42:31,2013-04,0475962092007c95c7f5aeb47583365875eb3ce57ee51f598519404ffcc4dec7,Contents|Company Trading Overview|Instrument Trading Details
520fe9a5a12aab48b62b9521aa1a18be88fc7e0ef95cb382a3e360396a8af917,https://attachment.news.eu.nasdaq.com/a6f275005cdfd4f5c7d458e6629d18c95,FRESH_OR_PROVENANCE_EXACT,positive First North workbook content; shared Nasdaq fields treated as neutral,company code|issuer code|orderbook code,560220,132,Equity Trading by Company and Instrument - First North 1305.xls,FIRST_NORTH_LEGACY_V1,legacy_sheet+content:Company Trading Overview/First North|content:First North,raw/nasdaq_segment/first_north_cns_objects/52/520fe9a5a12aab48b62b9521aa1a18be88fc7e0ef95cb382a3e360396a8af917.xls,,PASS,2013-06-04 10:10:00,2013-05,da84a1e866c736991ff3be6d119b4b02f0b94f95a52047ea83dd8dd534d00841,Contents|Company Trading Overview|Instrument Trading Details
5fc1949b2446694a686f151182b8b9c6d24a6abdad6bdd320cf4feeda2389af3,https://attachment.news.eu.nasdaq.com/ac15b421d9b3ac258b969e41f9d997e50,FRESH_OR_PROVENANCE_EXACT,positive First North workbook content; shared Nasdaq fields treated as neutral,company code|issuer code|orderbook code,564619,134,Equity Trading by Company and Instrument - First North 1306.xls,FIRST_NORTH_LEGACY_V1,legacy_sheet+content:Company Trading Overview/First North|content:First North,raw/nasdaq_segment/first_north_cns_objects/5f/5fc1949b2446694a686f151182b8b9c6d24a6abdad6bdd320cf4feeda2389af3.xls,,PASS,2013-07-08 14:44:40,2013-06,2331ee598946a3ad21191e36edb4bbb699572c9576f769f2712c21589afd4166,Contents|Company Trading Overview|Instrument Trading Details
895854aef48b414764529b1ea7ca9506900dccdde9d70c8063eeb05b14810a26,https://attachment.news.eu.nasdaq.com/ac10e1d2e252490c2e72db3e6d55843eb,FRESH_OR_PROVENANCE_EXACT,positive First North workbook content; shared Nasdaq fields treated as neutral,company code|issuer code|orderbook code,567788,135,Equity Trading by Company and Instrument - First North 1307.xls,FIRST_NORTH_LEGACY_V1,legacy_sheet+content:Company Trading Overview/First North|content:First North,raw/nasdaq_segment/first_north_cns_objects/89/895854aef48b414764529b1ea7ca9506900dccdde9d70c8063eeb05b14810a26.xls,,PASS,2013-08-06 12:57:52,2013-07,acdb58f25a2a46a42bb11475308c730c14db320415afa453b0d549c36920a699,Contents|Company Trading Overview|Instrument Trading Details
eaa8a0d4a4ecf7ecc7ecb27e49c0975369f99550989f9e5254bcaf24c2ccd1bc,https://attachment.news.eu.nasdaq.com/af8be08aff8f9abedd0fe8af3f6ce9bd6,FRESH_OR_PROVENANCE_EXACT,positive First North workbook content; shared Nasdaq fields treated as neutral,company code|issuer code|orderbook code,572111,134,Equity Trading by Company and Instrument - First North 1308.xls,FIRST_NORTH_LEGACY_V1,legacy_sheet+content:Company Trading Overview/First North|content:First North,raw/nasdaq_segment/first_north_cns_objects/ea/eaa8a0d4a4ecf7ecc7ecb27e49c0975369f99550989f9e5254bcaf24c2ccd1bc.xls,,PASS,2013-09-06 12:38:46,2013-08,69118f675cdf2a6c362afa8c9e3bc517354bb982da0a3d6cfd2871226fc91806,Contents|Company Trading Overview|Instrument Trading Details
142c6b2e25cefb59d2de05891f8d8b79a62566626cea519259f179a082180d84,https://attachment.news.eu.nasdaq.com/a67d7a78c3906deb1897d64af33f8efe8,FRESH_OR_PROVENANCE_EXACT,positive First North workbook content; shared Nasdaq fields treated as neutral,company code|issuer code|orderbook code,576800,132,Equity Trading by Company and Instrument - First North 1309.xls,FIRST_NORTH_LEGACY_V1,legacy_sheet+content:Company Trading Overview/First North|content:First North,raw/nasdaq_segment/first_north_cns_objects/14/142c6b2e25cefb59d2de05891f8d8b79a62566626cea519259f179a082180d84.xls,,PASS,2013-10-15 15:03:11,2013-09,d362555c27f44fa7eff97bfabc19708c7896d8af2b18867a0ae6540caaafe39d,Contents|Company Trading Overview|Instrument Trading Details
bdf7bd6748c3120efb24c6bc4fb017bcb0220d3a24820310b35d853e60b219e3,https://attachment.news.eu.nasdaq.com/aa32339ea104a7d663f9a556f04befa06,FRESH_OR_PROVENANCE_EXACT,positive First North workbook content; shared Nasdaq fields treated as neutral,company code|issuer code|orderbook code,580809,136,Equity Trading by Company and Instrument - First North 1310.xls,FIRST_NORTH_LEGACY_V1,legacy_sheet+content:Company Trading Overview/First North|content:First North,raw/nasdaq_segment/first_north_cns_objects/bd/bdf7bd6748c3120efb24c6bc4fb017bcb0220d3a24820310b35d853e60b219e3.xls,,PASS,2013-11-08 11:23:39,2013-10,dac9a94019dd2cfbfb35c5e707fd0436a0a99cb629e8d0f5fcee221648b1e188,Contents|Company Trading Overview|Instrument Trading Details
0bb1b2723b7c737487c38c62f1d2ab02d755ec9300cc617099be32bdc15795bd,https://attachment.news.eu.nasdaq.com/ad5a687942d9d766deb394beb33aba8f6,FRESH_OR_PROVENANCE_EXACT,positive First North workbook content; shared Nasdaq fields treated as neutral,company code|issuer code|orderbook code,584702,137,Equity Trading by Company and Instrument - First North 1311.xls,FIRST_NORTH_LEGACY_V1,legacy_sheet+content:Company Trading Overview/First North|content:First North,raw/nasdaq_segment/first_north_cns_objects/0b/0bb1b2723b7c737487c38c62f1d2ab02d755ec9300cc617099be32bdc15795bd.xls,,PASS,2013-12-04 17:49:47,2013-11,75ad1dd476b8c96fda0717d4e13eebe67a4c909f02100d1ed94c47222334340c,Contents|Company Trading Overview|Instrument Trading Details
51fe8b89dcdee97873ebe3cb6b2ba755e77f95f061dbc260dedbee38c2d92bea,https://attachment.news.eu.nasdaq.com/a33d62f98dce9f1648226198aa4372d83,FRESH_OR_PROVENANCE_EXACT,positive First North workbook content; shared Nasdaq fields treated as neutral,company code|issuer code|orderbook code,589674,138,Equity Trading by Company and Instrument - First North 1312.xls,FIRST_NORTH_LEGACY_V1,legacy_sheet+content:Company Trading Overview/First North|content:First North,raw/nasdaq_segment/first_north_cns_objects/51/51fe8b89dcdee97873ebe3cb6b2ba755e77f95f061dbc260dedbee38c2d92bea.xls,,PASS,2014-01-15 12:56:48,2013-12,62fb35fb158e70be73c7d77a8879736b0f65f31e5aeae901865c876c91a1017b,Contents|Company Trading Overview|Instrument Trading Details
65dcb35af7276d7df849de17af737a05a8916141c8d57547cc3af0ed3770278f,https://attachment.news.eu.nasdaq.com/aea7e6d3c32ebdbbd36ec5a4bd9c74b2b,FRESH_OR_PROVENANCE_EXACT,positive First North workbook content; shared Nasdaq fields treated as neutral,company code|issuer code|orderbook code,593356,140,Equity Trading by Company and Instrument - First North 1401.xls,FIRST_NORTH_LEGACY_V1,legacy_sheet+content:Company Trading Overview/First North|content:First North,raw/nasdaq_segment/first_north_cns_objects/65/65dcb35af7276d7df849de17af737a05a8916141c8d57547cc3af0ed3770278f.xls,,PASS,2014-02-10 15:41:44,2014-01,53fb7548582c4ff2c72536074a853653f12bdedb887f638de5bb174ac27c4a12,Contents|Company Trading Overview|Instrument Trading Details
b1fd92b00c6ddc12fb5c5d5e6be9400157db88b0f2c9952a01fb949ff6b385c9,https://attachment.news.eu.nasdaq.com/aadbc071e3835bdfbbf93e9d63676c20c,FRESH_OR_PROVENANCE_EXACT,positive First North workbook content; shared Nasdaq fields treated as neutral,company code|issuer code|orderbook code,597950,141,Equity Trading by Company and Instrument - First North 1402.xls,FIRST_NORTH_LEGACY_V1,legacy_sheet+content:Company Trading Overview/First North|content:First North,raw/nasdaq_segment/first_north_cns_objects/b1/b1fd92b00c6ddc12fb5c5d5e6be9400157db88b0f2c9952a01fb949ff6b385c9.xls,,PASS,2014-03-07 12:08:11,2014-02,b0506bb3be08132e15c9ecbf7353878890b08ce71dc3aec409263d0bf7075d24,Contents|Company Trading Overview|Instrument Trading Details
d1070e7caa8fe219e04910a415637c30c23398c812bb2aa9b9e6f63c2dbe0e57,https://attachment.news.eu.nasdaq.com/abc9cd9b92aa028e68717bfb01a79e930,FRESH_OR_PROVENANCE_EXACT,positive First North workbook content; shared Nasdaq fields treated as neutral,company code|issuer code|orderbook code,602711,143,Equity Trading by Company and Instrument - First North 1403.xls,FIRST_NORTH_LEGACY_V1,legacy_sheet+content:Company Trading Overview/First North|content:First North,raw/nasdaq_segment/first_north_cns_objects/d1/d1070e7caa8fe219e04910a415637c30c23398c812bb2aa9b9e6f63c2dbe0e57.xls,,PASS,2014-04-03 11:59:22,2014-03,65a7c610261aeb13225519806ea6252bed560e773b7c5243d1e25f509027cf6f,Contents|Company Trading Overview|Instrument Trading Details
7af1b882b74ea9fe25bc40d633ced27395f13818899d2c3d728a7720a9bb30e4,https://attachment.news.eu.nasdaq.com/a3eb0422be3cdebd710eb0ffcd2bfd3dc,FRESH_OR_PROVENANCE_EXACT,positive First North workbook content; shared Nasdaq fields treated as neutral,company code|issuer code|orderbook code,609197,146,Equity Trading by Company and Instrument - First North 1404.xls,FIRST_NORTH_LEGACY_V1,legacy_sheet+content:Company Trading Overview/First North|content:First North,raw/nasdaq_segment/first_north_cns_objects/7a/7af1b882b74ea9fe25bc40d633ced27395f13818899d2c3d728a7720a9bb30e4.xls,,PASS,2014-05-12 15:26:23,2014-04,52be54dc78355478de3681bd14b85ac3f1e114b852319232ede557163e1c631d,Contents|Company Trading Overview|Instrument Trading Details
7c3908730107762737735f2ba639b5f9c958de281795ce5e8ea2a463be47526f,https://attachment.news.eu.nasdaq.com/af52b6573b73776bc85a3e512124f767f,FRESH_OR_PROVENANCE_EXACT,positive First North workbook content; shared Nasdaq fields treated as neutral,company code|issuer code|orderbook code,613251,148,Equity Trading by Company and Instrument - First North 1405.xls,FIRST_NORTH_LEGACY_V1,legacy_sheet+content:Company Trading Overview/First North|content:First North,raw/nasdaq_segment/first_north_cns_objects/7c/7c3908730107762737735f2ba639b5f9c958de281795ce5e8ea2a463be47526f.xls,,PASS,2014-06-10 10:34:10,2014-05,07116671e041e8c7361861bd0ca44bf9bc7d5c95af5b9a115105b7df7602134c,Contents|Company Trading Overview|Instrument Trading Details
27f7d12e4d55228688615b56c487e4a1e7e6426e156dfcd9b55b5b346d9c73a7,https://attachment.news.eu.nasdaq.com/a7eee00ef09016e58900518f182958b26,FRESH_OR_PROVENANCE_EXACT,positive First North workbook content; shared Nasdaq fields treated as neutral,company code|issuer code|orderbook code,616801,157,Equity Trading by Company and Instrument - First North 1406.xls,FIRST_NORTH_LEGACY_V1,legacy_sheet+content:Company Trading Overview/First North|content:First North,raw/nasdaq_segment/first_north_cns_objects/27/27f7d12e4d55228688615b56c487e4a1e7e6426e156dfcd9b55b5b346d9c73a7.xls,,PASS,2014-07-09 10:33:38,2014-06,56d8b1881dd9076bb6aff16c9eaec0348deff2b479b98cbd1061bbd4857c9b7f,Contents|Company Trading Overview|Instrument Trading Details
b8dcd049fef13d07eafeebd9535e13befef416aa7363a89d85bef08ccfb6c98b,https://attachment.news.eu.nasdaq.com/ac820fecac93a942e9048bad4d1b39b22,FRESH_OR_PROVENANCE_EXACT,positive First North workbook content; shared Nasdaq fields treated as neutral,company code|issuer code|orderbook code,619434,157,Equity Trading by Company and Instrument - First North 1407.xls,FIRST_NORTH_LEGACY_V1,legacy_sheet+content:Company Trading Overview/First North|content:First North,raw/nasdaq_segment/first_north_cns_objects/b8/b8dcd049fef13d07eafeebd9535e13befef416aa7363a89d85bef08ccfb6c98b.xls,,PASS,2014-08-05 10:20:02,2014-07,fe5305b0ec850a7e5993cb4484ca91ec4815f8d0e93e58ab0f37e9f99622c45c,Contents|Company Trading Overview|Instrument Trading Details
f685704b34609eb4bc290d1e397391c81e20a4cfb34c8cb972e4a95843cd9f4e,https://attachment.news.eu.nasdaq.com/aa3e9208fe8a26d8da5739800792aa54d,FRESH_OR_PROVENANCE_EXACT,positive First North workbook content; shared Nasdaq fields treated as neutral,company code|issuer code|orderbook code,623420,158,Equity Trading by Company and Instrument - First North 1408.xls,FIRST_NORTH_LEGACY_V1,legacy_sheet+content:Company Trading Overview/First North|content:First North,raw/nasdaq_segment/first_north_cns_objects/f6/f685704b34609eb4bc290d1e397391c81e20a4cfb34c8cb972e4a95843cd9f4e.xls,,PASS,2014-09-04 17:02:25,2014-08,64445ec4daadaad2dda2348de8a36544354338d8c4daad0deeb5d4ad762e16e6,Contents|Company Trading Overview|Instrument Trading Details
9e23c5bf85de00d57d6f8af2812302e91ea510141ee1cf8b954c50b20f81fb3d,https://attachment.news.eu.nasdaq.com/a54fab99d81d0400a00896ee1bbd0f9f9,FRESH_OR_PROVENANCE_EXACT,positive First North workbook content; shared Nasdaq fields treated as neutral,company code|issuer code|orderbook code,628114,160,Equity Trading by Company and Instrument - First North 1409.xls,FIRST_NORTH_LEGACY_V1,legacy_sheet+content:Company Trading Overview/First North|content:First North,raw/nasdaq_segment/first_north_cns_objects/9e/9e23c5bf85de00d57d6f8af2812302e91ea510141ee1cf8b954c50b20f81fb3d.xls,,PASS,2014-10-15 11:07:27,2014-09,2d036e6c1ce32835316c7dbf98d99ebdd80f535f461e2b69a32f4a13cf61d170,Contents|Company Trading Overview|Instrument Trading Details
c57063a0c5edc695fc4a6280215a3eb55bf03a45658ac5608876a3d64652746d,https://attachment.news.eu.nasdaq.com/a6d52aab78bcb04a0ec14fdcaf25f343e,FRESH_OR_PROVENANCE_EXACT,positive First North workbook content; shared Nasdaq fields treated as neutral,company code|issuer code|orderbook code,631749,164,Equity Trading by Company and Instrument - First North 1410.xls,FIRST_NORTH_LEGACY_V1,legacy_sheet+content:Company Trading Overview/First North|content:First North,raw/nasdaq_segment/first_north_cns_objects/c5/c57063a0c5edc695fc4a6280215a3eb55bf03a45658ac5608876a3d64652746d.xls,,PASS,2014-11-06 15:00:03,2014-10,2d672450dc94d51b5383116f7164b8787590de6028ada4d2e0287d14c9c336ee,Contents|Company Trading Overview|Instrument Trading Details
0816316e759fe35c7f2528427946147a57c203a3ccfc46cd3eb17cc69397136c,https://attachment.news.eu.nasdaq.com/a5d0cb93bd4ddae53228f565f946fe323,FRESH_OR_PROVENANCE_EXACT,positive First North workbook content; shared Nasdaq fields treated as neutral,company code|issuer code|orderbook code,636861,171,Equity Trading by Company and Instrument - First North 1411.xls,FIRST_NORTH_LEGACY_V1,legacy_sheet+content:Company Trading Overview/First North|content:First North,raw/nasdaq_segment/first_north_cns_objects/08/0816316e759fe35c7f2528427946147a57c203a3ccfc46cd3eb17cc69397136c.xls,,PASS,2014-12-11 15:28:10,2014-11,69303d02fff340b8dd927d3bc8132ea20105d4f28eba2ab4ac3c13811f99038e,Contents|Company Trading Overview|Instrument Trading Details
9e8a9be044bc7ff607aecb9f70f53f40d2b7c55fb73071b97808470b21236775,https://attachment.news.eu.nasdaq.com/afab38823969bfe0d6f5856b32c683cc4,FRESH_OR_PROVENANCE_EXACT,positive First North workbook content; shared Nasdaq fields treated as neutral,company code|issuer code|orderbook code,639974,177,Equity Trading by Company and Instrument - First North 1412.xls,FIRST_NORTH_LEGACY_V1,legacy_sheet+content:Company Trading Overview/First North|content:First North,raw/nasdaq_segment/first_north_cns_objects/9e/9e8a9be044bc7ff607aecb9f70f53f40d2b7c55fb73071b97808470b21236775.xls,,PASS,2015-01-09 16:11:43,2014-12,e6bdd8c6ed46e725e5d9210ba024a883a18ad7102c7592fa9ee86f7f7b77d474,Contents|Company Trading Overview|Instrument Trading Details
cec72e2d002716e2c635ad9a03336725b6117fd0f362a25e47b82041fd7d90d7,https://attachment.news.eu.nasdaq.com/a5d71d725752cbee15ef7821f719a7b45,FRESH_OR_PROVENANCE_EXACT,positive First North workbook content; shared Nasdaq fields treated as neutral,company code|issuer code|orderbook code,644960,180,Equity Trading by Company and Instrument - First North 1501.xls,FIRST_NORTH_LEGACY_V1,legacy_sheet+content:Company Trading Overview/First North|content:First North,raw/nasdaq_segment/first_north_cns_objects/ce/cec72e2d002716e2c635ad9a03336725b6117fd0f362a25e47b82041fd7d90d7.xls,,PASS,2015-02-13 10:09:41,2015-01,0005c0e9dcf71fce3fa501c1b35de710d9e1699dd9019fefa1a4a686039f01d1,Contents|Company Trading Overview|Instrument Trading Details
6d5445a5e8cd14c20f1a380aad5dc04342198ae83253981a5212b32af0d1dbf1,https://attachment.news.eu.nasdaq.com/a4cf9c40feb5999a7f88753e726643f37,FRESH_OR_PROVENANCE_EXACT,positive First North workbook content; shared Nasdaq fields treated as neutral,company code|issuer code|orderbook code,649858,181,Equity Trading by Company and Instrument - First North 1502.xls,FIRST_NORTH_LEGACY_V1,legacy_sheet+content:Company Trading Overview/First North|content:First North,raw/nasdaq_segment/first_north_cns_objects/6d/6d5445a5e8cd14c20f1a380aad5dc04342198ae83253981a5212b32af0d1dbf1.xls,,PASS,2015-03-16 14:53:04,2015-02,b9d839cdf07324b48da37a248d9fef09ca556f49b9186866876a7bfb1b26716a,Contents|Company Trading Overview|Instrument Trading Details
6a6fd0517e94c1edb058ee5b7792a4c76001d11b80e7320f6b05272eedec1d0c,https://attachment.news.eu.nasdaq.com/aff1d03557c69c9ab49849ffae892c7c4,FRESH_OR_PROVENANCE_EXACT,positive First North workbook content; shared Nasdaq fields treated as neutral,company code|issuer code|orderbook code,654176,182,Equity Trading by Company and Instrument - First North 1503.xls,FIRST_NORTH_LEGACY_V1,legacy_sheet+content:Company Trading Overview/First North|content:First North,raw/nasdaq_segment/first_north_cns_objects/6a/6a6fd0517e94c1edb058ee5b7792a4c76001d11b80e7320f6b05272eedec1d0c.xls,,PASS,2015-04-10 13:31:49,2015-03,9ead4a27c507b5d892c21fc9977ba336e0ea144ed665ddf50b9f94a56fa5fb79,Contents|Company Trading Overview|Instrument Trading Details
31cb4ac776c86eeeba5e7c1b23cf407de1da7eb07aad0251ea1a965b9c4d01e5,https://attachment.news.eu.nasdaq.com/a3a422f57dca7395e23b472443d7512ce,FRESH_OR_PROVENANCE_EXACT,positive First North workbook content; shared Nasdaq fields treated as neutral,company code|issuer code|orderbook code,661303,189,Equity Trading by Company and Instrument - First North 1504.xls,FIRST_NORTH_LEGACY_V1,legacy_sheet+content:Company Trading Overview/First North|content:First North,raw/nasdaq_segment/first_north_cns_objects/31/31cb4ac776c86eeeba5e7c1b23cf407de1da7eb07aad0251ea1a965b9c4d01e5.xls,,PASS,2015-05-20 09:25:21,2015-04,c12cd111ea5de65a83780146b8224058cf476bd5d2e81d15a2da6afc869cd64d,Contents|Company Trading Overview|Instrument Trading Details
8695201dce3ab6e67c02ef299b9e888880578284c08e47018b5013a7b06e85a0,https://attachment.news.eu.nasdaq.com/a409afbbe8f7117188595c8bdeab714c0,FRESH_OR_PROVENANCE_EXACT,positive First North workbook content; shared Nasdaq fields treated as neutral,company code|issuer code|orderbook code,663325,188,Equity Trading by Company and Instrument - First North 1505.xls,FIRST_NORTH_LEGACY_V1,legacy_sheet+content:Company Trading Overview/First North|content:First North,raw/nasdaq_segment/first_north_cns_objects/86/8695201dce3ab6e67c02ef299b9e888880578284c08e47018b5013a7b06e85a0.xls,,PASS,2015-06-02 16:08:01,2015-05,f9544e33cfbf7250198182766b7fd3837a5af4dd90aaace79a86c9ea50b52d08,Contents|Company Trading Overview|Instrument Trading Details
5bde27a11f882c8c56d45eeca5839e4d8b415c0d9561fc4185e41714a97a84c7,https://attachment.news.eu.nasdaq.com/aaa9f16e636f324285cad8f2b02fd0450,FRESH_OR_PROVENANCE_EXACT,positive First North workbook content; shared Nasdaq fields treated as neutral,company code|issuer code|orderbook code,668157,206,Equity Trading by Company and Instrument - First North 1506.xls,FIRST_NORTH_LEGACY_V1,legacy_sheet+content:Company Trading Overview/First North|content:First North,raw/nasdaq_segment/first_north_cns_objects/5b/5bde27a11f882c8c56d45eeca5839e4d8b415c0d9561fc4185e41714a97a84c7.xls,,PASS,2015-07-09 10:39:50,2015-06,7dce6194ec17acbdfd1c63b20db12d3c93a508391f2e4f7e63dd24274805c6b3,Contents|Company Trading Overview|Instrument Trading Details
7e4de284ee6cc2e264c9b547cb7a36cd10fcc73356e9cb7241970bfa1b82fb59,https://attachment.news.eu.nasdaq.com/a26e27bb6c35ce48609a916d36acbd9c5,FRESH_OR_PROVENANCE_EXACT,positive First North workbook content; shared Nasdaq fields treated as neutral,company code|issuer code|orderbook code,671073,211,Equity Trading by Company and Instrument - First North 1507.xls,FIRST_NORTH_LEGACY_V1,legacy_sheet+content:Company Trading Overview/First North|content:First North,raw/nasdaq_segment/first_north_cns_objects/7e/7e4de284ee6cc2e264c9b547cb7a36cd10fcc73356e9cb7241970bfa1b82fb59.xls,,PASS,2015-08-05 13:28:44,2015-07,f18c19a9c195c31b5d79a5b9e3765f893d79c0ff7f657aacacbc19f289fab26b,Contents|Company Trading Overview|Instrument Trading Details
99dbc7d0c0e42238d00bcd31bfe402099e003f3fd3df61a129c3264e00230575,https://attachment.news.eu.nasdaq.com/a9e0957e7484aa89584f040fdbf7fea27,FRESH_OR_PROVENANCE_EXACT,positive First North workbook content; shared Nasdaq fields treated as neutral,company code|issuer code|orderbook code,675306,213,Equity Trading by Company and Instrument - First North 1508.xls,FIRST_NORTH_LEGACY_V1,legacy_sheet+content:Company Trading Overview/First North|content:First North,raw/nasdaq_segment/first_north_cns_objects/99/99dbc7d0c0e42238d00bcd31bfe402099e003f3fd3df61a129c3264e00230575.xls,,PASS,2015-09-07 16:35:55,2015-08,6ae57ad49a323b23e957afdb74587f0de58d5d1d52d47388c19189a33bb0bba1,Contents|Company Trading Overview|Instrument Trading Details
