key,kind,report_month,values
FI4000102678,ISIN_MULTIPLE_TICKER_SAME_MONTH,2014-11,NXTMH|NXTMS
FI4000102678,ISIN_MULTIPLE_TICKER_SAME_MONTH,2014-12,NXTMH|NXTMS
FI4000102678,ISIN_MULTIPLE_TICKER_SAME_MONTH,2015-01,NXTMH|NXTMS
FI4000102678,ISIN_MULTIPLE_TICKER_SAME_MONTH,2015-02,NXTMH|NXTMS
FI4000102678,ISIN_MULTIPLE_TICKER_SAME_MONTH,2015-03,NXTMH|NXTMS
FI4000102678,ISIN_MULTIPLE_TICKER_SAME_MONTH,2015-04,NXTMH|NXTMS
FI4000123096,ISIN_MULTIPLE_TICKER_SAME_MONTH,2015-04,SAVOH|SAVOS
FI4000102678,ISIN_MULTIPLE_TICKER_SAME_MONTH,2015-05,NXTMH|NXTMS
FI4000123096,ISIN_MULTIPLE_TICKER_SAME_MONTH,2015-05,SAVOH|SAVOS
FI4000102678,ISIN_MULTIPLE_TICKER_SAME_MONTH,2015-06,NXTMH|NXTMS
FI4000123096,ISIN_MULTIPLE_TICKER_SAME_MONTH,2015-06,SAVOH|SAVOS
FI4000102678,ISIN_MULTIPLE_TICKER_SAME_MONTH,2015-07,NXTMH|NXTMS
FI4000123096,ISIN_MULTIPLE_TICKER_SAME_MONTH,2015-07,SAVOH|SAVOS
FI4000102678,ISIN_MULTIPLE_TICKER_SAME_MONTH,2015-08,NXTMH|NXTMS
FI4000123096,ISIN_MULTIPLE_TICKER_SAME_MONTH,2015-08,SAVOH|SAVOS
FI4000102678,ISIN_MULTIPLE_TICKER_SAME_MONTH,2015-09,NXTMH|NXTMS
FI4000123096,ISIN_MULTIPLE_TICKER_SAME_MONTH,2015-09,SAVOH|SAVOS
FI4000102678,ISIN_MULTIPLE_TICKER_SAME_MONTH,2015-10,NXTMH|NXTMS
FI4000123096,ISIN_MULTIPLE_TICKER_SAME_MONTH,2015-10,SAVOH|SAVOS
FI4000102678,ISIN_MULTIPLE_TICKER_SAME_MONTH,2015-11,NXTMH|NXTMS
FI4000123096,ISIN_MULTIPLE_TICKER_SAME_MONTH,2015-11,SAVOH|SAVOS
FI4000102678,ISIN_MULTIPLE_TICKER_SAME_MONTH,2015-12,NXTMH|NXTMS
FI4000123096,ISIN_MULTIPLE_TICKER_SAME_MONTH,2015-12,SAVOH|SAVOS
FI4000102678,ISIN_MULTIPLE_TICKER_SAME_MONTH,2016-01,NXTMH|NXTMS
FI4000123096,ISIN_MULTIPLE_TICKER_SAME_MONTH,2016-01,SAVOH|SAVOS
FI4000102678,ISIN_MULTIPLE_TICKER_SAME_MONTH,2016-02,NXTMH|NXTMS
FI4000123096,ISIN_MULTIPLE_TICKER_SAME_MONTH,2016-02,SAVOH|SAVOS
FI4000102678,ISIN_MULTIPLE_TICKER_SAME_MONTH,2016-03,NXTMH|NXTMS
FI4000123096,ISIN_MULTIPLE_TICKER_SAME_MONTH,2016-03,SAVOH|SAVOS
FI4000092523,ISIN_MULTIPLE_TICKER_SAME_MONTH,2016-04,CLEAN|CLEANT A
FI4000102678,ISIN_MULTIPLE_TICKER_SAME_MONTH,2016-04,NXTMH|NXTMS
FI4000123096,ISIN_MULTIPLE_TICKER_SAME_MONTH,2016-04,SAVOH|SAVOS
FI4000092523,ISIN_MULTIPLE_TICKER_SAME_MONTH,2016-05,CLEAN|CLEANT A
FI4000102678,ISIN_MULTIPLE_TICKER_SAME_MONTH,2016-05,NXTMH|NXTMS
FI4000123096,ISIN_MULTIPLE_TICKER_SAME_MONTH,2016-05,SAVOH|SAVOS
FI4000092523,ISIN_MULTIPLE_TICKER_SAME_MONTH,2016-06,CLEAN|CLEANT A
FI4000102678,ISIN_MULTIPLE_TICKER_SAME_MONTH,2016-06,NXTMH|NXTMS
FI4000123096,ISIN_MULTIPLE_TICKER_SAME_MONTH,2016-06,SAVOH|SAVOS
FI4000092523,ISIN_MULTIPLE_TICKER_SAME_MONTH,2016-07,CLEAN|CLEANT A
FI4000102678,ISIN_MULTIPLE_TICKER_SAME_MONTH,2016-07,NXTMH|NXTMS
FI4000123096,ISIN_MULTIPLE_TICKER_SAME_MONTH,2016-07,SAVOH|SAVOS
FI4000092523,ISIN_MULTIPLE_TICKER_SAME_MONTH,2016-08,CLEAN|CLEANT A
FI4000102678,ISIN_MULTIPLE_TICKER_SAME_MONTH,2016-08,NXTMH|NXTMS
FI4000123096,ISIN_MULTIPLE_TICKER_SAME_MONTH,2016-08,SAVOH|SAVOS
FI4000092523,ISIN_MULTIPLE_TICKER_SAME_MONTH,2016-09,CLEAN|CLEANT A
FI4000102678,ISIN_MULTIPLE_TICKER_SAME_MONTH,2016-09,NXTMH|NXTMS
FI4000123096,ISIN_MULTIPLE_TICKER_SAME_MONTH,2016-09,SAVOH|SAVOS
FI4000092523,ISIN_MULTIPLE_TICKER_SAME_MONTH,2016-10,CLEAN|CLEANT A
FI4000102678,ISIN_MULTIPLE_TICKER_SAME_MONTH,2016-10,NXTMH|NXTMS
FI4000123096,ISIN_MULTIPLE_TICKER_SAME_MONTH,2016-10,SAVOH|SAVOS
FI4000092523,ISIN_MULTIPLE_TICKER_SAME_MONTH,2016-11,CLEAN|CLEANT A
FI4000102678,ISIN_MULTIPLE_TICKER_SAME_MONTH,2016-11,NXTMH|NXTMS
FI4000123096,ISIN_MULTIPLE_TICKER_SAME_MONTH,2016-11,SAVOH|SAVOS
FI4000092523,ISIN_MULTIPLE_TICKER_SAME_MONTH,2016-12,CLEAN|CLEANT A
FI4000102678,ISIN_MULTIPLE_TICKER_SAME_MONTH,2016-12,NXTMH|NXTMS
FI4000123096,ISIN_MULTIPLE_TICKER_SAME_MONTH,2016-12,SAVOH|SAVOS
FI4000092523,ISIN_MULTIPLE_TICKER_SAME_MONTH,2017-01,CLEAN|CLEANT A
FI4000102678,ISIN_MULTIPLE_TICKER_SAME_MONTH,2017-01,NXTMH|NXTMS
FI4000123096,ISIN_MULTIPLE_TICKER_SAME_MONTH,2017-01,SAVOH|SAVOS
FI4000092523,ISIN_MULTIPLE_TICKER_SAME_MONTH,2017-02,CLEAN|CLEANT A
FI4000102678,ISIN_MULTIPLE_TICKER_SAME_MONTH,2017-02,NXTMH|NXTMS
FI4000123096,ISIN_MULTIPLE_TICKER_SAME_MONTH,2017-02,SAVOH|SAVOS
FI4000092523,ISIN_MULTIPLE_TICKER_SAME_MONTH,2017-03,CLEAN|CLEANT A
FI4000102678,ISIN_MULTIPLE_TICKER_SAME_MONTH,2017-03,NXTMH|NXTMS
FI4000123096,ISIN_MULTIPLE_TICKER_SAME_MONTH,2017-03,SAVOH|SAVOS
FI4000092523,ISIN_MULTIPLE_TICKER_SAME_MONTH,2017-04,CLEAN|CLEANT A
FI4000102678,ISIN_MULTIPLE_TICKER_SAME_MONTH,2017-04,NXTMH|NXTMS
FI4000123096,ISIN_MULTIPLE_TICKER_SAME_MONTH,2017-04,SAVOH|SAVOS
FI4000092523,ISIN_MULTIPLE_TICKER_SAME_MONTH,2017-05,CLEAN|CLEANT A
FI4000102678,ISIN_MULTIPLE_TICKER_SAME_MONTH,2017-05,NXTMH|NXTMS
FI4000123096,ISIN_MULTIPLE_TICKER_SAME_MONTH,2017-05,SAVOH|SAVOS
FI4000092523,ISIN_MULTIPLE_TICKER_SAME_MONTH,2017-06,CLEAN|CLEANT A
FI4000102678,ISIN_MULTIPLE_TICKER_SAME_MONTH,2017-06,NXTMH|NXTMS
FI4000123096,ISIN_MULTIPLE_TICKER_SAME_MONTH,2017-06,SAVOH|SAVOS
FI4000092523,ISIN_MULTIPLE_TICKER_SAME_MONTH,2017-07,CLEAN|CLEANT A
FI4000102678,ISIN_MULTIPLE_TICKER_SAME_MONTH,2017-07,NXTMH|NXTMS
FI4000123096,ISIN_MULTIPLE_TICKER_SAME_MONTH,2017-07,SAVOH|SAVOS
FI4000092523,ISIN_MULTIPLE_TICKER_SAME_MONTH,2017-08,CLEAN|CLEANT A
FI4000102678,ISIN_MULTIPLE_TICKER_SAME_MONTH,2017-08,NXTMH|NXTMS
FI4000123096,ISIN_MULTIPLE_TICKER_SAME_MONTH,2017-08,SAVOH|SAVOS
FI4000092523,ISIN_MULTIPLE_TICKER_SAME_MONTH,2017-09,CLEAN|CLEANT A
FI4000102678,ISIN_MULTIPLE_TICKER_SAME_MONTH,2017-09,NXTMH|NXTMS
FI4000123096,ISIN_MULTIPLE_TICKER_SAME_MONTH,2017-09,SAVOH|SAVOS
FI4000092523,ISIN_MULTIPLE_TICKER_SAME_MONTH,2017-10,CLEAN|CLEANT A
FI4000102678,ISIN_MULTIPLE_TICKER_SAME_MONTH,2017-10,NXTMH|NXTMS
FI4000123096,ISIN_MULTIPLE_TICKER_SAME_MONTH,2017-10,SAVOH|SAVOS
FI4000092523,ISIN_MULTIPLE_TICKER_SAME_MONTH,2017-11,CLEAN|CLEANT A
FI4000102678,ISIN_MULTIPLE_TICKER_SAME_MONTH,2017-11,NXTMH|NXTMS
FI4000123096,ISIN_MULTIPLE_TICKER_SAME_MONTH,2017-11,SAVOH|SAVOS
FI4000092523,ISIN_MULTIPLE_TICKER_SAME_MONTH,2017-12,LOUD|LOUDS
FI4000102678,ISIN_MULTIPLE_TICKER_SAME_MONTH,2017-12,NXTMH|NXTMS
FI4000123096,ISIN_MULTIPLE_TICKER_SAME_MONTH,2017-12,SAVOH|SAVOS
FI4000092523,ISIN_MULTIPLE_TICKER_SAME_MONTH,2018-01,LOUD|LOUDS
FI4000102678,ISIN_MULTIPLE_TICKER_SAME_MONTH,2018-01,NXTMH|NXTMS
FI4000123096,ISIN_MULTIPLE_TICKER_SAME_MONTH,2018-01,SAVOH|SAVOS
FI4000260583,ISIN_MULTIPLE_TICKER_SAME_MONTH,2018-02,BONEH|BONES
FI4000092523,ISIN_MULTIPLE_TICKER_SAME_MONTH,2018-02,LOUD|LOUDS
FI4000102678,ISIN_MULTIPLE_TICKER_SAME_MONTH,2018-02,NXTMH|NXTMS
FI4000123096,ISIN_MULTIPLE_TICKER_SAME_MONTH,2018-02,SAVOH|SAVOS
FI4000260583,ISIN_MULTIPLE_TICKER_SAME_MONTH,2018-03,BONEH|BONES
FI4000092523,ISIN_MULTIPLE_TICKER_SAME_MONTH,2018-03,LOUD|LOUDS
FI4000102678,ISIN_MULTIPLE_TICKER_SAME_MONTH,2018-03,NXTMH|NXTMS
FI4000123096,ISIN_MULTIPLE_TICKER_SAME_MONTH,2018-03,SAVOH|SAVOS
FI4000260583,ISIN_MULTIPLE_TICKER_SAME_MONTH,2018-04,BONEH|BONES
FI4000092523,ISIN_MULTIPLE_TICKER_SAME_MONTH,2018-04,LOUD|LOUDS
FI4000102678,ISIN_MULTIPLE_TICKER_SAME_MONTH,2018-04,NXTMH|NXTMS
FI4000123096,ISIN_MULTIPLE_TICKER_SAME_MONTH,2018-04,SAVOH|SAVOS
FI4000260583,ISIN_MULTIPLE_TICKER_SAME_MONTH,2018-05,BONEH|BONES
FI4000092523,ISIN_MULTIPLE_TICKER_SAME_MONTH,2018-05,LOUD|LOUDS
FI4000102678,ISIN_MULTIPLE_TICKER_SAME_MONTH,2018-05,NXTMH|NXTMS
FI4000123096,ISIN_MULTIPLE_TICKER_SAME_MONTH,2018-05,SAVOH|SAVOS
FI4000260583,ISIN_MULTIPLE_TICKER_SAME_MONTH,2018-06,BONEH|BONES
FI4000092523,ISIN_MULTIPLE_TICKER_SAME_MONTH,2018-06,LOUD|LOUDS
FI4000102678,ISIN_MULTIPLE_TICKER_SAME_MONTH,2018-06,NXTMH|NXTMS
FI4000123096,ISIN_MULTIPLE_TICKER_SAME_MONTH,2018-06,SAVOH|SAVOS
FI4000260583,ISIN_MULTIPLE_TICKER_SAME_MONTH,2018-07,BONEH|BONES
FI4000092523,ISIN_MULTIPLE_TICKER_SAME_MONTH,2018-07,LOUD|LOUDS
FI4000102678,ISIN_MULTIPLE_TICKER_SAME_MONTH,2018-07,NXTMH|NXTMS
FI4000123096,ISIN_MULTIPLE_TICKER_SAME_MONTH,2018-07,SAVOH|SAVOS
FI4000260583,ISIN_MULTIPLE_TICKER_SAME_MONTH,2018-08,BONEH|BONES
FI4000092523,ISIN_MULTIPLE_TICKER_SAME_MONTH,2018-08,LOUD|LOUDS
FI4000102678,ISIN_MULTIPLE_TICKER_SAME_MONTH,2018-08,NXTMH|NXTMS
FI4000123096,ISIN_MULTIPLE_TICKER_SAME_MONTH,2018-08,SAVOH|SAVOS
FI4000260583,ISIN_MULTIPLE_TICKER_SAME_MONTH,2018-09,BONEH|BONES
FI4000092523,ISIN_MULTIPLE_TICKER_SAME_MONTH,2018-09,LOUD|LOUDS
FI4000102678,ISIN_MULTIPLE_TICKER_SAME_MONTH,2018-09,NXTMH|NXTMS
FI4000123096,ISIN_MULTIPLE_TICKER_SAME_MONTH,2018-09,SAVOH|SAVOS
FI4000260583,ISIN_MULTIPLE_TICKER_SAME_MONTH,2018-10,BONEH|BONES
FI4000092523,ISIN_MULTIPLE_TICKER_SAME_MONTH,2018-10,LOUD|LOUDS
FI4000102678,ISIN_MULTIPLE_TICKER_SAME_MONTH,2018-10,NXTMH|NXTMS
FI4000123096,ISIN_MULTIPLE_TICKER_SAME_MONTH,2018-10,SAVOH|SAVOS
FI4000260583,ISIN_MULTIPLE_TICKER_SAME_MONTH,2018-11,BONEH|BONES
FI4000092523,ISIN_MULTIPLE_TICKER_SAME_MONTH,2018-11,LOUD|LOUDS
FI4000354162,ISIN_MULTIPLE_TICKER_SAME_MONTH,2018-11,NXTMH|NXTMS
FI4000123096,ISIN_MULTIPLE_TICKER_SAME_MONTH,2018-11,SAVOH|SAVOS
FI4000260583,ISIN_MULTIPLE_TICKER_SAME_MONTH,2018-12,BONEH|BONES
FI4000092523,ISIN_MULTIPLE_TICKER_SAME_MONTH,2018-12,LOUD|LOUDS
FI4000354162,ISIN_MULTIPLE_TICKER_SAME_MONTH,2018-12,NXTMH|NXTMS
FI4000123096,ISIN_MULTIPLE_TICKER_SAME_MONTH,2018-12,SAVOH|SAVOS
FI4000260583,ISIN_MULTIPLE_TICKER_SAME_MONTH,2019-01,BONEH|BONES
FI4000092523,ISIN_MULTIPLE_TICKER_SAME_MONTH,2019-01,LOUD|LOUDS
FI4000354162,ISIN_MULTIPLE_TICKER_SAME_MONTH,2019-01,NXTMH|NXTMS
FI4000123096,ISIN_MULTIPLE_TICKER_SAME_MONTH,2019-01,SAVOH|SAVOS
FI4000260583,ISIN_MULTIPLE_TICKER_SAME_MONTH,2019-02,BONEH|BONES
FI4000092523,ISIN_MULTIPLE_TICKER_SAME_MONTH,2019-02,LOUD|LOUDS
FI4000354162,ISIN_MULTIPLE_TICKER_SAME_MONTH,2019-02,NXTMH|NXTMS
FI4000123096,ISIN_MULTIPLE_TICKER_SAME_MONTH,2019-02,SAVOH|SAVOS
FI4000260583,ISIN_MULTIPLE_TICKER_SAME_MONTH,2019-03,BONEH|BONES
FI4000092523,ISIN_MULTIPLE_TICKER_SAME_MONTH,2019-03,LOUD|LOUDS
FI4000354162,ISIN_MULTIPLE_TICKER_SAME_MONTH,2019-03,NXTMH|NXTMS
FI4000123096,ISIN_MULTIPLE_TICKER_SAME_MONTH,2019-03,SAVOH|SAVOS
FI4000260583,ISIN_MULTIPLE_TICKER_SAME_MONTH,2019-04,BONEH|BONES
FI4000092523,ISIN_MULTIPLE_TICKER_SAME_MONTH,2019-04,LOUD|LOUDS
FI4000354162,ISIN_MULTIPLE_TICKER_SAME_MONTH,2019-04,NXTMH|NXTMS
FI4000123096,ISIN_MULTIPLE_TICKER_SAME_MONTH,2019-04,SAVOH|SAVOS
FI4000260583,ISIN_MULTIPLE_TICKER_SAME_MONTH,2019-05,BONEH|BONES
FI4000092523,ISIN_MULTIPLE_TICKER_SAME_MONTH,2019-05,LOUD|LOUDS
FI4000354162,ISIN_MULTIPLE_TICKER_SAME_MONTH,2019-05,NXTMH|NXTMS
FI4000123096,ISIN_MULTIPLE_TICKER_SAME_MONTH,2019-05,SAVOH|SAVOS
FI4000260583,ISIN_MULTIPLE_TICKER_SAME_MONTH,2019-06,BONEH|BONES
FI4000092523,ISIN_MULTIPLE_TICKER_SAME_MONTH,2019-06,LOUD|LOUDS
FI4000354162,ISIN_MULTIPLE_TICKER_SAME_MONTH,2019-06,NXTMH|NXTMS
FI4000123096,ISIN_MULTIPLE_TICKER_SAME_MONTH,2019-06,SAVOH|SAVOS
FI4000260583,ISIN_MULTIPLE_TICKER_SAME_MONTH,2019-07,BONEH|BONES
FI4000092523,ISIN_MULTIPLE_TICKER_SAME_MONTH,2019-07,LOUD|LOUDS
FI4000354162,ISIN_MULTIPLE_TICKER_SAME_MONTH,2019-07,NXTMH|NXTMS
FI4000123096,ISIN_MULTIPLE_TICKER_SAME_MONTH,2019-07,SAVOH|SAVOS
FI4000260583,ISIN_MULTIPLE_TICKER_SAME_MONTH,2019-08,BONEH|BONES
FI4000092523,ISIN_MULTIPLE_TICKER_SAME_MONTH,2019-08,LOUD|LOUDS
FI4000354162,ISIN_MULTIPLE_TICKER_SAME_MONTH,2019-08,NXTMH|NXTMS
FI4000123096,ISIN_MULTIPLE_TICKER_SAME_MONTH,2019-08,SAVOH|SAVOS
FI4000260583,ISIN_MULTIPLE_TICKER_SAME_MONTH,2019-09,BONEH|BONES
FI4000092523,ISIN_MULTIPLE_TICKER_SAME_MONTH,2019-09,LOUD|LOUDS
FI4000354162,ISIN_MULTIPLE_TICKER_SAME_MONTH,2019-09,NXTMH|NXTMS
FI4000123096,ISIN_MULTIPLE_TICKER_SAME_MONTH,2019-09,SAVOH|SAVOS
FI4000260583,ISIN_MULTIPLE_TICKER_SAME_MONTH,2019-10,BONEH|BONES
FI4000092523,ISIN_MULTIPLE_TICKER_SAME_MONTH,2019-10,LOUD|LOUDS
FI4000354162,ISIN_MULTIPLE_TICKER_SAME_MONTH,2019-10,NXTMH|NXTMS
FI4000123096,ISIN_MULTIPLE_TICKER_SAME_MONTH,2019-10,SAVOH|SAVOS
FI4000260583,ISIN_MULTIPLE_TICKER_SAME_MONTH,2019-11,BONEH|BONES
FI4000092523,ISIN_MULTIPLE_TICKER_SAME_MONTH,2019-11,LOUD|LOUDS
FI4000354162,ISIN_MULTIPLE_TICKER_SAME_MONTH,2019-11,NXTMH|NXTMS
FI4000123096,ISIN_MULTIPLE_TICKER_SAME_MONTH,2019-11,SAVOH|SAVOS
FI4000260583,ISIN_MULTIPLE_TICKER_SAME_MONTH,2019-12,BONEH|BONES
FI4000087861,ISIN_MULTIPLE_TICKER_SAME_MONTH,2019-12,HRNTS|HRTIS
FI4000092523,ISIN_MULTIPLE_TICKER_SAME_MONTH,2019-12,LOUD|LOUDS
FI4000354162,ISIN_MULTIPLE_TICKER_SAME_MONTH,2019-12,NXTMH|NXTMS
FI4000123096,ISIN_MULTIPLE_TICKER_SAME_MONTH,2019-12,SAVOH|SAVOS
FI4000260583,ISIN_MULTIPLE_TICKER_SAME_MONTH,2020-01,BONEH|BONES
FI4000087861,ISIN_MULTIPLE_TICKER_SAME_MONTH,2020-01,HRNTS|HRTIS
FI4000092523,ISIN_MULTIPLE_TICKER_SAME_MONTH,2020-01,LOUD|LOUDS
FI4000354162,ISIN_MULTIPLE_TICKER_SAME_MONTH,2020-01,NXTMH|NXTMS
FI4000123096,ISIN_MULTIPLE_TICKER_SAME_MONTH,2020-01,SAVOH|SAVOS
FI4000260583,ISIN_MULTIPLE_TICKER_SAME_MONTH,2020-02,BONEH|BONES
FI4000087861,ISIN_MULTIPLE_TICKER_SAME_MONTH,2020-02,HRNTS|HRTIS
FI4000092523,ISIN_MULTIPLE_TICKER_SAME_MONTH,2020-02,LOUD|LOUDS
FI4000354162,ISIN_MULTIPLE_TICKER_SAME_MONTH,2020-02,NXTMH|NXTMS
FI4000123096,ISIN_MULTIPLE_TICKER_SAME_MONTH,2020-02,SAVOH|SAVOS
FI4000260583,ISIN_MULTIPLE_TICKER_SAME_MONTH,2020-03,BONEH|BONES
FI4000087861,ISIN_MULTIPLE_TICKER_SAME_MONTH,2020-03,HRNTS|HRTIS
FI4000092523,ISIN_MULTIPLE_TICKER_SAME_MONTH,2020-03,LOUD|LOUDS
FI4000354162,ISIN_MULTIPLE_TICKER_SAME_MONTH,2020-03,NXTMH|NXTMS
FI4000123096,ISIN_MULTIPLE_TICKER_SAME_MONTH,2020-03,SAVOH|SAVOS
FI4000260583,ISIN_MULTIPLE_TICKER_SAME_MONTH,2020-04,BONEH|BONES
FI4000087861,ISIN_MULTIPLE_TICKER_SAME_MONTH,2020-04,HRNTS|HRTIS
FI4000092523,ISIN_MULTIPLE_TICKER_SAME_MONTH,2020-04,LOUD|LOUDS
FI4000354162,ISIN_MULTIPLE_TICKER_SAME_MONTH,2020-04,NXTMH|NXTMS
FI4000425848,ISIN_MULTIPLE_TICKER_SAME_MONTH,2020-04,SAVOH|SAVOS
FI4000260583,ISIN_MULTIPLE_TICKER_SAME_MONTH,2020-05,BONEH|BONES
FI4000087861,ISIN_MULTIPLE_TICKER_SAME_MONTH,2020-05,HRNTS|HRTIS
FI4000092523,ISIN_MULTIPLE_TICKER_SAME_MONTH,2020-05,LOUD|LOUDS
FI4000354162,ISIN_MULTIPLE_TICKER_SAME_MONTH,2020-05,NXTMH|NXTMS
FI4000425848,ISIN_MULTIPLE_TICKER_SAME_MONTH,2020-05,SAVOH|SAVOS
FI4000330972,ISIN_MULTIPLE_TICKER_SAME_MONTH,2020-06,NANOFH|NANOFS
FI4000260583,ISIN_MULTIPLE_TICKER_SAME_MONTH,2020-06,BONEH|BONES
FI4000087861,ISIN_MULTIPLE_TICKER_SAME_MONTH,2020-06,HRNTS|HRTIS
FI4000092523,ISIN_MULTIPLE_TICKER_SAME_MONTH,2020-06,LOUD|LOUDS
FI4000354162,ISIN_MULTIPLE_TICKER_SAME_MONTH,2020-06,NXTMH|NXTMS
FI4000425848,ISIN_MULTIPLE_TICKER_SAME_MONTH,2020-06,SAVOH|SAVOS
FI4000260583,ISIN_MULTIPLE_TICKER_SAME_MONTH,2020-07,BONEH|BONES
FI4000087861,ISIN_MULTIPLE_TICKER_SAME_MONTH,2020-07,HRNTS|HRTIS
FI4000092523,ISIN_MULTIPLE_TICKER_SAME_MONTH,2020-07,LOUD|LOUDS
FI4000354162,ISIN_MULTIPLE_TICKER_SAME_MONTH,2020-07,NXTMH|NXTMS
FI4000425848,ISIN_MULTIPLE_TICKER_SAME_MONTH,2020-07,SAVOH|SAVOS
FI4000260583,ISIN_MULTIPLE_TICKER_SAME_MONTH,2020-08,BONEH|BONES
FI4000087861,ISIN_MULTIPLE_TICKER_SAME_MONTH,2020-08,HRNTS|HRTIS
FI4000092523,ISIN_MULTIPLE_TICKER_SAME_MONTH,2020-08,LOUD|LOUDS
FI4000354162,ISIN_MULTIPLE_TICKER_SAME_MONTH,2020-08,NXTMH|NXTMS
FI4000425848,ISIN_MULTIPLE_TICKER_SAME_MONTH,2020-08,SAVOH|SAVOS
FI4000330972,ISIN_MULTIPLE_TICKER_SAME_MONTH,2020-09,NANOFH|NANOFS
FI4000260583,ISIN_MULTIPLE_TICKER_SAME_MONTH,2020-09,BONEH|BONES
FI4000087861,ISIN_MULTIPLE_TICKER_SAME_MONTH,2020-09,HRNTS|HRTIS
FI4000092523,ISIN_MULTIPLE_TICKER_SAME_MONTH,2020-09,LOUD|LOUDS
FI4000354162,ISIN_MULTIPLE_TICKER_SAME_MONTH,2020-09,NXTMH|NXTMS
FI4000425848,ISIN_MULTIPLE_TICKER_SAME_MONTH,2020-09,SAVOH|SAVOS
FI4000330972,ISIN_MULTIPLE_TICKER_SAME_MONTH,2020-10,NANOFH|NANOFS
FI4000260583,ISIN_MULTIPLE_TICKER_SAME_MONTH,2020-10,BONEH|BONES
FI4000087861,ISIN_MULTIPLE_TICKER_SAME_MONTH,2020-10,HRNTS|HRTIS
FI4000092523,ISIN_MULTIPLE_TICKER_SAME_MONTH,2020-10,LOUD|LOUDS
FI4000354162,ISIN_MULTIPLE_TICKER_SAME_MONTH,2020-10,NXTMH|NXTMS
FI4000425848,ISIN_MULTIPLE_TICKER_SAME_MONTH,2020-10,SAVOH|SAVOS
FI4000330972,ISIN_MULTIPLE_TICKER_SAME_MONTH,2020-12,NANOFH|NANOFS
FI4000260583,ISIN_MULTIPLE_TICKER_SAME_MONTH,2020-12,BONEH|BONES
FI4000087861,ISIN_MULTIPLE_TICKER_SAME_MONTH,2020-12,HRNTS|HRTIS
FI4000092523,ISIN_MULTIPLE_TICKER_SAME_MONTH,2020-12,LOUD|LOUDS
FI4000354162,ISIN_MULTIPLE_TICKER_SAME_MONTH,2020-12,NXTMH|NXTMS
FI4000425848,ISIN_MULTIPLE_TICKER_SAME_MONTH,2020-12,SAVOH|SAVOS
FI4000330972,ISIN_MULTIPLE_TICKER_SAME_MONTH,2021-01,NANOFH|NANOFS
FI4000260583,ISIN_MULTIPLE_TICKER_SAME_MONTH,2021-01,BONEH|BONES
FI4000087861,ISIN_MULTIPLE_TICKER_SAME_MONTH,2021-01,HRNTS|HRTIS
FI4000092523,ISIN_MULTIPLE_TICKER_SAME_MONTH,2021-01,LOUD|LOUDS
FI4000354162,ISIN_MULTIPLE_TICKER_SAME_MONTH,2021-01,NXTMH|NXTMS
FI4000425848,ISIN_MULTIPLE_TICKER_SAME_MONTH,2021-01,SAVOH|SAVOS
FI4000260583,ISIN_MULTIPLE_TICKER_SAME_MONTH,2021-02,BONEH|BONES
FI4000087861,ISIN_MULTIPLE_TICKER_SAME_MONTH,2021-02,HRNTS|HRTIS
FI4000092523,ISIN_MULTIPLE_TICKER_SAME_MONTH,2021-02,LOUD|LOUDS
FI4000354162,ISIN_MULTIPLE_TICKER_SAME_MONTH,2021-02,NXTMH|NXTMS
FI4000425848,ISIN_MULTIPLE_TICKER_SAME_MONTH,2021-02,SAVOH|SAVOS
FI4000330972,ISIN_MULTIPLE_TICKER_SAME_MONTH,2021-03,NANOFH|NANOFS
FI4000260583,ISIN_MULTIPLE_TICKER_SAME_MONTH,2021-03,BONEH|BONES
FI4000087861,ISIN_MULTIPLE_TICKER_SAME_MONTH,2021-03,HRNTS|HRTIS
FI4000092523,ISIN_MULTIPLE_TICKER_SAME_MONTH,2021-03,LOUD|LOUDS
FI4000354162,ISIN_MULTIPLE_TICKER_SAME_MONTH,2021-03,NXTMH|NXTMS
FI4000425848,ISIN_MULTIPLE_TICKER_SAME_MONTH,2021-03,SAVOH|SAVOS
FI4000330972,ISIN_MULTIPLE_TICKER_SAME_MONTH,2021-04,NANOFH|NANOFS
FI4000260583,ISIN_MULTIPLE_TICKER_SAME_MONTH,2021-04,BONEH|BONES
FI4000087861,ISIN_MULTIPLE_TICKER_SAME_MONTH,2021-04,HRNTS|HRTIS
FI4000092523,ISIN_MULTIPLE_TICKER_SAME_MONTH,2021-04,LOUD|LOUDS
FI4000354162,ISIN_MULTIPLE_TICKER_SAME_MONTH,2021-04,NXTMH|NXTMS
FI4000425848,ISIN_MULTIPLE_TICKER_SAME_MONTH,2021-04,SAVOH|SAVOS
FI4000330972,ISIN_MULTIPLE_TICKER_SAME_MONTH,2021-05,NANOFH|NANOFS
FI4000260583,ISIN_MULTIPLE_TICKER_SAME_MONTH,2021-05,BONEH|BONES
FI4000087861,ISIN_MULTIPLE_TICKER_SAME_MONTH,2021-05,HRNTS|HRTIS
FI4000092523,ISIN_MULTIPLE_TICKER_SAME_MONTH,2021-05,LOUD|LOUDS
FI4000506811,ISIN_MULTIPLE_TICKER_SAME_MONTH,2021-05,NXTMH|NXTMS
FI4000425848,ISIN_MULTIPLE_TICKER_SAME_MONTH,2021-05,SAVOH|SAVOS
FI4000330972,ISIN_MULTIPLE_TICKER_SAME_MONTH,2021-06,NANOFH|NANOFS
